No.;Distance [µm];Name;Time [ms];Z Pos;X Pos;Y Pos;Blue(1);Green(1);Red(1)
82;2 759;A2.jpg;1195009704;0;0;0;80;83;7
83;2 793;A2.jpg;1195009704;0;0;0;80;84;7
84;2 828;A2.jpg;1195009704;0;0;0;80;82;7
85;2 862;A2.jpg;1195009704;0;0;0;80;84;7
86;2 896;A2.jpg;1195009704;0;0;0;79;87;7
87;2,93;A2.jpg;1195009704;0;0;0;78;85;7
88;2 964;A2.jpg;1195009704;0;0;0;77;84;8
89;2 998;A2.jpg;1195009704;0;0;0;79;84;8
90;3 032;A2.jpg;1195009704;0;0;0;80;83;7
91;3 066;A2.jpg;1195009704;0;0;0;80;85;7
92;3,1;A2.jpg;1195009704;0;0;0;79;87;7
93;3 134;A2.jpg;1195009704;0;0;0;79;87;7
94;3 168;A2.jpg;1195009704;0;0;0;78;83;7
95;3 202;A2.jpg;1195009704;0;0;0;79;83;7
96;3 236;A2.jpg;1195009704;0;0;0;79;82;8
97;3,27;A2.jpg;1195009704;0;0;0;80;84;8
98;3 304;A2.jpg;1195009704;0;0;0;80;84;8
99;3 338;A2.jpg;1195009704;0;0;0;80;85;8
100;3 373;A2.jpg;1195009704;0;0;0;80;85;8
101;3 407;A2.jpg;1195009704;0;0;0;80;84;7

