No.;Distance [µm];Name;Time [ms];Z Pos;X Pos;Y Pos;Blue(1);Green(1);Red(1)
44;1 465;Captured;1194628506;0;0;0;63;46;16
45;1 499;Captured;1194628506;0;0;0;63;46;16
46;1 533;Captured;1194628506;0;0;0;62;46;17
47;1 567;Captured;1194628506;0;0;0;62;49;16
48;1 601;Captured;1194628506;0;0;0;63;48;16
49;1 635;Captured;1194628506;0;0;0;60;48;16
50;1 669;Captured;1194628506;0;0;0;62;48;16
51;1 703;Captured;1194628506;0;0;0;63;48;16
52;1 737;Captured;1194628506;0;0;0;63;47;16
53;1 771;Captured;1194628506;0;0;0;63;47;16
54;1 806;Captured;1194628506;0;0;0;63;46;16
55;1,84;Captured;1194628506;0;0;0;62;46;16
56;1 874;Captured;1194628506;0;0;0;62;47;16
57;1 908;Captured;1194628506;0;0;0;61;47;16
58;1 942;Captured;1194628506;0;0;0;62;48;17
59;1 976;Captured;1194628506;0;0;0;63;48;16
60;2,01;Captured;1194628506;0;0;0;63;48;16
61;2 044;Captured;1194628506;0;0;0;66;48;16
62;2 078;Captured;1194628506;0;0;0;67;47;16
63;2 112;Captured;1194628506;0;0;0;65;46;16
64;2 146;Captured;1194628506;0;0;0;65;47;16
65;2,18;Captured;1194628506;0;0;0;64;47;16
66;2 214;Captured;1194628506;0;0;0;62;47;16
67;2 248;Captured;1194628506;0;0;0;63;47;16
68;2 282;Captured;1194628506;0;0;0;63;47;16
69;2 317;Captured;1194628506;0;0;0;64;47;16
70;2 351;Captured;1194628506;0;0;0;64;46;15
71;2 385;Captured;1194628506;0;0;0;63;46;14
72;2 419;Captured;1194628506;0;0;0;61;47;16
73;2 453;Captured;1194628506;0;0;0;62;47;16
74;2 487;Captured;1194628506;0;0;0;62;47;16
75;2 521;Captured;1194628506;0;0;0;64;51;16
76;2 555;Captured;1194628506;0;0;0;65;49;16
77;2 589;Captured;1194628506;0;0;0;65;47;16
78;2 623;Captured;1194628506;0;0;0;64;48;15
79;2 657;Captured;1194628506;0;0;0;63;48;15
80;2 691;Captured;1194628506;0;0;0;65;46;15
81;2 725;Captured;1194628506;0;0;0;66;45;14
82;2 759;Captured;1194628506;0;0;0;67;46;14
83;2 793;Captured;1194628506;0;0;0;66;48;15
84;2 828;Captured;1194628506;0;0;0;66;49;15
85;2 862;Captured;1194628506;0;0;0;65;48;16
86;2 896;Captured;1194628506;0;0;0;63;47;15
87;2,93;Captured;1194628506;0;0;0;62;47;15
88;2 964;Captured;1194628506;0;0;0;62;47;14
89;2 998;Captured;1194628506;0;0;0;63;48;16
90;3 032;Captured;1194628506;0;0;0;62;46;16
91;3 066;Captured;1194628506;0;0;0;61;47;16
92;3,1;Captured;1194628506;0;0;0;62;48;16
93;3 134;Captured;1194628506;0;0;0;64;48;15
94;3 168;Captured;1194628506;0;0;0;65;46;15
95;3 202;Captured;1194628506;0;0;0;65;46;15
96;3 236;Captured;1194628506;0;0;0;65;47;15
97;3,27;Captured;1194628506;0;0;0;65;47;14
98;3 304;Captured;1194628506;0;0;0;64;46;15
99;3 338;Captured;1194628506;0;0;0;63;46;15
100;3 373;Captured;1194628506;0;0;0;61;47;15
101;3 407;Captured;1194628506;0;0;0;63;49;16
102;3 441;Captured;1194628506;0;0;0;64;47;16
103;3 475;Captured;1194628506;0;0;0;65;46;15
104;3 509;Captured;1194628506;0;0;0;64;46;15
105;3 543;Captured;1194628506;0;0;0;63;46;16
106;3 577;Captured;1194628506;0;0;0;63;46;16
107;3 611;Captured;1194628506;0;0;0;63;47;16
108;3 645;Captured;1194628506;0;0;0;63;46;16
109;3 679;Captured;1194628506;0;0;0;64;47;16
110;3 713;Captured;1194628506;0;0;0;63;46;16
111;3 747;Captured;1194628506;0;0;0;61;49;16
112;3 781;Captured;1194628506;0;0;0;62;45;16
113;3 815;Captured;1194628506;0;0;0;62;48;16
114;3 849;Captured;1194628506;0;0;0;64;47;16
115;3 884;Captured;1194628506;0;0;0;64;46;16
116;3 918;Captured;1194628506;0;0;0;63;46;17
117;3 952;Captured;1194628506;0;0;0;62;46;16
118;3 986;Captured;1194628506;0;0;0;62;46;16
119;4,02;Captured;1194628506;0;0;0;62;46;15
120;4 054;Captured;1194628506;0;0;0;62;46;16
121;4 088;Captured;1194628506;0;0;0;62;47;16
122;4 122;Captured;1194628506;0;0;0;61;46;16
123;4 156;Captured;1194628506;0;0;0;63;45;16
124;4,19;Captured;1194628506;0;0;0;63;46;16
125;4 224;Captured;1194628506;0;0;0;64;46;16
126;4 258;Captured;1194628506;0;0;0;62;46;16
127;4 292;Captured;1194628506;0;0;0;64;46;16
128;4 326;Captured;1194628506;0;0;0;63;46;15
129;4,36;Captured;1194628506;0;0;0;63;46;15
130;4 395;Captured;1194628506;0;0;0;62;46;15
131;4 429;Captured;1194628506;0;0;0;65;46;14
132;4 463;Captured;1194628506;0;0;0;65;46;14
133;4 497;Captured;1194628506;0;0;0;65;46;14
134;4 531;Captured;1194628506;0;0;0;63;48;15
135;4 565;Captured;1194628506;0;0;0;59;46;16
136;4 599;Captured;1194628506;0;0;0;62;46;16
137;4 633;Captured;1194628506;0;0;0;64;47;15
138;4 667;Captured;1194628506;0;0;0;64;48;14
139;4 701;Captured;1194628506;0;0;0;63;48;15
140;4 735;Captured;1194628506;0;0;0;64;46;16
141;4 769;Captured;1194628506;0;0;0;64;46;16
142;4 803;Captured;1194628506;0;0;0;63;48;16
143;4 837;Captured;1194628506;0;0;0;63;46;16
144;4 871;Captured;1194628506;0;0;0;63;46;15
145;4 906;Captured;1194628506;0;0;0;62;47;16
146;4,94;Captured;1194628506;0;0;0;64;47;16
147;4 974;Captured;1194628506;0;0;0;64;47;16
148;5 008;Captured;1194628506;0;0;0;64;49;16
149;5 042;Captured;1194628506;0;0;0;64;46;16
150;5 076;Captured;1194628506;0;0;0;63;47;16
151;5,11;Captured;1194628506;0;0;0;63;47;16
152;5 144;Captured;1194628506;0;0;0;62;47;16
153;5 178;Captured;1194628506;0;0;0;61;47;16
154;5 212;Captured;1194628506;0;0;0;61;45;16
155;5 246;Captured;1194628506;0;0;0;62;46;16
156;5,28;Captured;1194628506;0;0;0;62;46;15
157;5 314;Captured;1194628506;0;0;0;62;45;16
158;5 348;Captured;1194628506;0;0;0;62;46;16
159;5 382;Captured;1194628506;0;0;0;62;44;15
160;5 417;Captured;1194628506;0;0;0;60;45;16
161;5 451;Captured;1194628506;0;0;0;60;45;16
162;5 485;Captured;1194628506;0;0;0;61;46;16
163;5 519;Captured;1194628506;0;0;0;62;46;15
164;5 553;Captured;1194628506;0;0;0;63;46;15
165;5 587;Captured;1194628506;0;0;0;64;47;15
166;5 621;Captured;1194628506;0;0;0;64;46;15
167;5 655;Captured;1194628506;0;0;0;63;46;16
168;5 689;Captured;1194628506;0;0;0;64;46;15
169;5 723;Captured;1194628506;0;0;0;63;46;15
170;5 757;Captured;1194628506;0;0;0;64;46;16
171;5 791;Captured;1194628506;0;0;0;64;46;15
172;5 825;Captured;1194628506;0;0;0;65;46;15
173;5 859;Captured;1194628506;0;0;0;65;46;15
174;5 893;Captured;1194628506;0;0;0;64;48;16
175;5 928;Captured;1194628506;0;0;0;64;48;15
176;5 962;Captured;1194628506;0;0;0;64;47;16
177;5 996;Captured;1194628506;0;0;0;63;48;15
178;6,03;Captured;1194628506;0;0;0;61;46;16
179;6 064;Captured;1194628506;0;0;0;61;46;16
180;6 098;Captured;1194628506;0;0;0;61;47;16
181;6 132;Captured;1194628506;0;0;0;62;47;15
182;6 166;Captured;1194628506;0;0;0;65;46;15
183;6,2;Captured;1194628506;0;0;0;64;46;15
184;6 234;Captured;1194628506;0;0;0;63;46;15
185;6 268;Captured;1194628506;0;0;0;64;48;16
186;6 302;Captured;1194628506;0;0;0;64;46;16
187;6 336;Captured;1194628506;0;0;0;63;44;15
188;6,37;Captured;1194628506;0;0;0;61;46;16
189;6 404;Captured;1194628506;0;0;0;62;47;16

