No.;Distance [µm];Name;Time [ms];Z Pos;X Pos;Y Pos;Blue(1);Green(1);Red(1)
37;1 226;A1_whitebalance.tif;28085622,77;0;0;0;115;22;33
38;1,26;A1_whitebalance.tif;28085622,77;0;0;0;117;22;33
39;1 295;A1_whitebalance.tif;28085622,77;0;0;0;115;22;34
40;1 329;A1_whitebalance.tif;28085622,77;0;0;0;113;22;32
41;1 363;A1_whitebalance.tif;28085622,77;0;0;0;111;21;32
42;1 397;A1_whitebalance.tif;28085622,77;0;0;0;113;23;31
43;1 431;A1_whitebalance.tif;28085622,77;0;0;0;119;23;34
44;1 465;A1_whitebalance.tif;28085622,77;0;0;0;116;22;35
45;1 499;A1_whitebalance.tif;28085622,77;0;0;0;112;23;35
46;1 533;A1_whitebalance.tif;28085622,77;0;0;0;116;22;35
47;1 567;A1_whitebalance.tif;28085622,77;0;0;0;120;22;35
48;1 601;A1_whitebalance.tif;28085622,77;0;0;0;113;23;34
49;1 635;A1_whitebalance.tif;28085622,77;0;0;0;115;22;33
50;1 669;A1_whitebalance.tif;28085622,77;0;0;0;109;23;34
51;1 703;A1_whitebalance.tif;28085622,77;0;0;0;111;23;34
52;1 737;A1_whitebalance.tif;28085622,77;0;0;0;113;22;34
53;1 771;A1_whitebalance.tif;28085622,77;0;0;0;112;23;34
54;1 806;A1_whitebalance.tif;28085622,77;0;0;0;111;23;32
55;1,84;A1_whitebalance.tif;28085622,77;0;0;0;111;22;32
56;1 874;A1_whitebalance.tif;28085622,77;0;0;0;115;22;33
57;1 908;A1_whitebalance.tif;28085622,77;0;0;0;115;22;34
58;1 942;A1_whitebalance.tif;28085622,77;0;0;0;119;21;35
59;1 976;A1_whitebalance.tif;28085622,77;0;0;0;116;22;34
60;2,01;A1_whitebalance.tif;28085622,77;0;0;0;113;22;32
61;2 044;A1_whitebalance.tif;28085622,77;0;0;0;112;22;31
62;2 078;A1_whitebalance.tif;28085622,77;0;0;0;111;21;32
63;2 112;A1_whitebalance.tif;28085622,77;0;0;0;112;24;32
64;2 146;A1_whitebalance.tif;28085622,77;0;0;0;113;22;32
65;2,18;A1_whitebalance.tif;28085622,77;0;0;0;112;23;31
66;2 214;A1_whitebalance.tif;28085622,77;0;0;0;115;22;30
67;2 248;A1_whitebalance.tif;28085622,77;0;0;0;117;21;32
68;2 282;A1_whitebalance.tif;28085622,77;0;0;0;116;22;32
69;2 317;A1_whitebalance.tif;28085622,77;0;0;0;116;23;34
70;2 351;A1_whitebalance.tif;28085622,77;0;0;0;115;23;35
71;2 385;A1_whitebalance.tif;28085622,77;0;0;0;119;23;33
72;2 419;A1_whitebalance.tif;28085622,77;0;0;0;119;23;33
73;2 453;A1_whitebalance.tif;28085622,77;0;0;0;116;24;32
74;2 487;A1_whitebalance.tif;28085622,77;0;0;0;116;21;30
75;2 521;A1_whitebalance.tif;28085622,77;0;0;0;111;22;32
76;2 555;A1_whitebalance.tif;28085622,77;0;0;0;113;23;34
77;2 589;A1_whitebalance.tif;28085622,77;0;0;0;113;20;33
78;2 623;A1_whitebalance.tif;28085622,77;0;0;0;116;22;33
79;2 657;A1_whitebalance.tif;28085622,77;0;0;0;119;23;34
